filename,battery,organik,glass,cardboard,metal,paper,plastic,trash
img_0680.jpg,1,0,0,0,0,0,1,0
img_0180.jpg,1,0,0,1,0,0,1,0
img_2651.jpg,1,1,0,1,1,0,0,0
img_1204.jpg,0,0,1,0,1,0,0,1
img_2308.jpg,0,0,1,0,0,1,0,0
img_4273.jpg,1,0,1,0,0,0,1,0
img_0278.jpg,0,0,0,1,0,0,1,1
img_2816.jpg,1,1,1,1,0,0,0,0
img_3411.jpg,0,0,0,1,1,1,1,0
img_0432.jpg,0,0,1,1,1,0,1,0
img_0289.jpg,0,0,1,1,0,1,0,0
img_1027.jpg,0,1,0,1,0,1,0,0
img_0535.jpg,0,1,1,0,0,0,0,0
img_4389.jpg,0,1,0,1,0,1,0,0
img_0188.jpg,1,1,0,0,0,1,0,0
img_3340.jpg,1,0,0,1,0,0,0,0
img_3908.jpg,0,0,0,0,1,0,1,1
img_1694.jpg,1,1,0,0,0,1,1,0
img_0270.jpg,0,0,0,0,1,1,0,0
img_4091.jpg,1,0,0,0,1,1,1,0
img_4069.jpg,0,1,0,0,0,0,1,0
img_2941.jpg,0,1,0,1,0,0,1,1
img_3689.jpg,0,1,1,1,0,0,1,0
img_0111.jpg,1,1,1,0,0,0,1,0
img_3215.jpg,0,1,1,0,0,1,0,0
img_0220.jpg,0,0,0,0,1,1,0,0
img_0627.jpg,0,1,0,1,1,0,0,0
img_2349.jpg,0,0,0,1,0,1,0,0
img_4300.jpg,0,0,0,1,1,1,0,1
img_2414.jpg,0,0,0,1,0,0,1,1
img_0790.jpg,0,1,0,0,1,0,0,1
img_2306.jpg,1,0,0,0,0,0,0,1
img_0461.jpg,0,1,1,0,0,0,0,0
img_4402.jpg,0,0,0,1,0,0,1,0
img_0551.jpg,1,0,0,0,0,0,1,0
img_1128.jpg,0,1,0,1,1,1,0,0
img_4443.jpg,0,1,1,1,0,0,0,1
img_0198.jpg,0,0,1,1,0,0,0,0
img_3150.jpg,0,1,0,0,1,0,0,1
img_0402.jpg,1,0,1,0,0,0,1,1
img_3045.jpg,0,0,0,1,1,1,0,0
img_4359.jpg,0,0,1,0,1,0,0,0
img_4762.jpg,0,0,1,1,0,0,0,1
img_4108.jpg,0,0,1,1,0,0,1,1
img_1652.jpg,0,0,1,0,1,1,1,0
img_4462.jpg,1,0,0,1,0,0,1,1
img_0650.jpg,1,0,0,1,0,0,0,0
img_0708.jpg,1,0,0,1,0,1,0,1
img_2487.jpg,0,0,1,0,0,0,1,1
img_4414.jpg,1,1,0,0,0,0,0,1
img_3432.jpg,1,0,0,1,0,1,0,0
img_2246.jpg,0,0,1,0,0,1,0,0
img_3775.jpg,0,1,1,1,0,1,0,0
img_0314.jpg,1,0,0,0,1,0,0,0
img_2758.jpg,1,1,0,0,0,0,0,0
img_4474.jpg,0,0,0,0,0,0,1,1
img_0113.jpg,1,0,1,0,0,0,0,0
img_0960.jpg,1,1,1,1,0,0,0,0
img_2900.jpg,0,0,0,1,1,0,1,0
img_3050.jpg,0,0,0,0,0,1,0,1
img_2142.jpg,0,0,1,1,0,1,0,1
img_3313.jpg,1,1,1,0,0,0,1,0
img_4999.jpg,0,0,1,0,0,1,1,1
img_4043.jpg,0,0,1,0,0,0,0,1
img_4764.jpg,0,0,0,1,0,1,0,0
img_3678.jpg,0,0,0,1,1,1,0,0
img_3407.jpg,1,1,0,1,0,0,0,1
img_4528.jpg,1,1,0,1,0,1,0,0
img_3690.jpg,0,0,0,0,1,0,0,1
img_3335.jpg,0,1,1,0,0,1,1,0
img_1258.jpg,0,0,0,0,1,1,1,0
img_4095.jpg,0,0,1,0,0,0,1,0
img_1966.jpg,0,0,1,0,0,1,0,1
img_4191.jpg,0,0,0,1,0,1,0,0
img_4427.jpg,0,0,0,0,0,1,0,1
img_2570.jpg,0,0,1,0,0,0,1,1
img_3136.jpg,1,0,0,1,0,1,0,1
img_2442.jpg,1,0,1,0,0,1,0,1
img_2851.jpg,1,0,0,0,0,0,1,1
img_3579.jpg,0,1,0,1,0,0,0,0
img_1412.jpg,0,0,1,0,0,1,0,0
img_1610.jpg,0,1,0,1,1,0,1,0
img_0789.jpg,0,0,1,1,0,1,0,1
img_3534.jpg,1,1,0,0,0,0,1,1
img_1244.jpg,1,0,0,1,0,1,0,1
img_1479.jpg,1,0,0,1,1,1,0,0
img_0871.jpg,0,1,1,0,0,1,1,0
img_2744.jpg,0,0,1,1,0,1,1,0
img_1592.jpg,0,0,0,1,0,0,0,1
img_0073.jpg,0,0,0,0,1,1,0,0
img_1736.jpg,0,1,0,0,0,1,0,1
img_1499.jpg,0,0,0,1,0,1,0,1
img_1330.jpg,0,0,0,0,1,1,0,0
img_3000.jpg,1,1,0,0,0,0,0,1
img_2790.jpg,0,0,1,0,0,0,1,1
img_4575.jpg,1,0,1,0,1,0,0,1
img_4107.jpg,0,1,1,0,0,1,0,1
img_2237.jpg,0,0,0,1,1,1,0,1
img_2874.jpg,1,0,1,0,0,0,0,1
img_2860.jpg,0,1,0,0,0,1,1,0
img_0494.jpg,0,0,1,0,1,0,1,0
img_3121.jpg,0,0,0,0,0,1,1,0
img_2181.jpg,0,0,1,1,1,1,0,0
img_3390.jpg,0,0,0,1,0,0,1,0
img_1164.jpg,0,0,1,1,0,0,0,0
img_2679.jpg,0,0,1,1,0,0,0,1
img_1714.jpg,0,0,0,0,1,1,1,1
img_1954.jpg,0,0,1,1,1,0,1,0
img_4717.jpg,0,1,0,1,0,1,0,0
img_4990.jpg,0,0,0,1,0,0,0,1
img_0618.jpg,0,1,0,0,1,0,1,0
img_2779.jpg,1,1,0,0,0,1,0,0
img_4114.jpg,0,0,0,0,0,1,1,0
img_1590.jpg,0,1,0,0,0,0,1,0
img_1209.jpg,0,0,0,1,1,1,0,0
img_4407.jpg,0,1,0,0,0,1,1,0
img_3403.jpg,0,1,0,0,0,0,1,1
img_0869.jpg,1,0,0,1,1,1,0,0
img_2824.jpg,0,1,1,0,1,0,0,1
img_1042.jpg,1,1,0,1,1,0,0,0
img_3851.jpg,1,0,0,0,0,0,0,1
img_0356.jpg,0,1,1,0,1,0,0,0
img_1162.jpg,0,1,0,0,0,1,1,0
img_2756.jpg,0,1,0,1,0,0,1,0
img_3531.jpg,1,0,0,0,0,0,1,0
img_3357.jpg,1,1,0,0,0,0,0,0
img_1533.jpg,1,0,0,0,1,0,0,0
img_3973.jpg,0,1,0,1,0,1,0,1
img_3540.jpg,1,0,1,0,0,0,1,0
img_3633.jpg,1,0,1,0,1,0,0,1
img_1424.jpg,0,0,1,0,1,0,1,0
img_2838.jpg,1,0,1,1,0,0,0,1
img_0332.jpg,0,0,1,0,0,1,1,0
img_2421.jpg,1,1,1,0,0,1,0,0
img_2727.jpg,0,0,0,0,0,1,1,0
img_3383.jpg,1,0,1,0,0,0,1,1
img_3661.jpg,0,0,0,1,1,0,0,0
img_1614.jpg,0,0,0,0,0,1,1,0
img_1116.jpg,0,0,1,1,0,1,0,0
img_1832.jpg,1,0,0,0,0,1,0,1
img_3548.jpg,1,0,0,1,0,0,0,1
img_2459.jpg,1,0,0,0,1,1,0,0
img_3256.jpg,1,0,0,0,1,0,0,0
img_3008.jpg,1,0,0,1,0,1,0,1
img_0445.jpg,1,1,0,1,0,0,0,0
img_4861.jpg,1,0,0,1,1,0,0,0
img_0452.jpg,0,1,0,0,0,1,1,1
img_1536.jpg,0,0,0,1,0,0,0,1
img_4434.jpg,0,0,0,1,0,0,0,1
img_2944.jpg,0,1,0,0,1,1,1,0
img_0014.jpg,0,1,0,1,0,1,1,0
img_2615.jpg,0,0,1,1,0,1,1,0
img_0945.jpg,1,0,1,0,0,1,0,0
img_0247.jpg,0,1,0,0,1,0,0,1
img_3208.jpg,0,1,1,1,0,0,0,1
img_0360.jpg,1,0,1,0,1,1,0,0
img_4655.jpg,0,0,0,0,1,1,0,0
img_3109.jpg,0,0,1,1,0,0,0,0
img_2296.jpg,0,1,0,0,0,1,0,0
img_4376.jpg,1,0,0,1,0,0,0,0
img_3711.jpg,0,1,0,0,1,0,1,0
img_1732.jpg,0,0,0,0,1,1,1,0
img_3484.jpg,1,1,0,0,0,1,0,0
img_1374.jpg,1,0,0,1,0,0,1,1
img_4883.jpg,1,0,0,1,0,0,0,1
img_2842.jpg,0,1,0,1,0,1,0,1
img_0490.jpg,1,1,0,0,1,1,0,0
img_0862.jpg,1,0,0,1,0,0,0,1
img_2437.jpg,1,1,0,1,0,0,0,0
img_3365.jpg,1,0,1,0,1,1,0,0
img_3967.jpg,0,0,1,1,0,1,0,0
img_2439.jpg,0,1,1,0,0,1,1,0
img_4265.jpg,1,1,0,0,1,0,1,0
img_0506.jpg,1,0,1,0,0,1,0,0
img_3683.jpg,0,1,0,1,0,0,0,1
img_4324.jpg,0,0,1,0,1,1,0,0
img_3055.jpg,1,1,0,0,0,1,0,0
img_1222.jpg,0,0,1,1,0,1,0,0
img_1113.jpg,0,0,0,1,0,1,1,1
img_1888.jpg,1,1,0,0,0,0,0,1
img_3416.jpg,1,0,0,0,0,1,0,1
img_4221.jpg,0,0,1,0,1,1,1,0
img_4671.jpg,0,0,0,0,1,0,0,1
img_0433.jpg,1,1,0,0,0,0,0,0
img_3277.jpg,1,0,0,1,1,0,0,1
img_3145.jpg,0,0,0,1,0,1,0,0
img_4218.jpg,1,0,0,0,0,1,0,0
img_3418.jpg,0,1,0,0,0,0,1,0
img_1503.jpg,1,1,0,1,0,0,0,0
img_3153.jpg,1,0,0,0,1,0,0,0
img_2124.jpg,0,0,0,0,1,0,1,0
img_2138.jpg,0,0,1,0,0,0,1,1
img_2906.jpg,0,1,0,1,0,0,0,1
img_1102.jpg,0,0,0,1,1,0,0,1
img_1434.jpg,0,1,1,0,0,0,1,0
img_2883.jpg,0,1,1,0,1,0,0,1
img_2131.jpg,0,0,1,1,0,1,1,0
img_3835.jpg,1,0,1,1,0,0,1,0
img_0156.jpg,1,0,1,1,0,0,0,0
img_4552.jpg,0,1,1,0,0,1,0,0
img_3899.jpg,1,0,0,0,0,0,0,1
img_0615.jpg,0,1,0,0,0,0,0,1
img_0643.jpg,0,0,1,0,0,1,0,1
img_1433.jpg,0,1,1,1,0,0,0,0
img_2293.jpg,0,1,0,1,0,0,0,1
img_1068.jpg,0,1,0,1,1,0,0,0
img_3275.jpg,0,0,0,1,0,0,1,0
img_3265.jpg,0,1,0,1,0,1,0,0
img_4239.jpg,1,1,0,0,0,0,1,1
img_1634.jpg,0,0,0,1,0,0,1,1
img_0330.jpg,0,0,0,0,0,1,0,1
img_4325.jpg,0,0,1,1,0,1,0,1
img_4318.jpg,0,0,1,0,0,1,0,1
img_3629.jpg,0,1,1,0,0,0,0,1
img_0622.jpg,0,0,0,0,0,0,1,1
img_4151.jpg,1,1,0,1,0,0,1,0
img_2317.jpg,0,0,0,1,1,1,0,0
img_3412.jpg,0,1,0,0,1,1,0,0
img_2891.jpg,0,0,0,1,0,1,0,0
img_1902.jpg,0,1,0,0,0,1,0,0
img_1545.jpg,0,0,0,1,0,0,0,1
img_2700.jpg,0,0,1,0,0,1,1,1
img_0755.jpg,0,0,0,1,1,1,1,0
img_0518.jpg,1,1,0,0,1,0,0,1
img_4755.jpg,0,0,1,0,1,0,0,0
img_0032.jpg,1,0,0,0,1,1,0,0
img_3382.jpg,0,0,1,1,0,1,0,0
img_1157.jpg,0,1,1,0,1,0,0,1
img_0744.jpg,0,1,0,1,0,1,0,1
img_3281.jpg,1,1,1,0,0,0,1,0
img_4791.jpg,1,0,0,1,1,0,0,0
img_1620.jpg,0,1,0,0,0,0,0,1
img_2045.jpg,0,0,0,0,0,1,0,1
img_0783.jpg,0,0,0,0,0,1,0,1
img_1756.jpg,1,0,1,0,0,0,0,0
img_2499.jpg,0,0,1,1,1,0,0,0
img_0229.jpg,0,0,0,0,1,0,1,0
img_0857.jpg,0,0,0,0,0,1,0,1
img_1480.jpg,0,1,1,0,1,1,0,0
img_3397.jpg,0,1,0,0,0,0,1,0
img_0408.jpg,0,1,0,0,0,0,1,0
img_0170.jpg,0,0,0,1,1,1,0,1
img_0540.jpg,0,0,1,0,1,1,0,0
img_2608.jpg,0,1,0,1,0,1,0,1
img_4322.jpg,0,1,1,1,0,1,0,0
img_3406.jpg,1,0,1,0,0,0,0,1
img_0613.jpg,1,0,1,0,0,0,0,0
img_2866.jpg,0,1,0,0,0,0,0,1
img_2577.jpg,0,0,0,1,0,0,1,0
img_3431.jpg,1,0,0,0,0,1,1,0
img_1161.jpg,0,0,1,0,0,0,1,1
img_2052.jpg,0,0,1,0,0,0,0,1
img_3183.jpg,1,0,1,1,1,0,0,0
img_4815.jpg,0,1,1,1,0,0,0,0
img_1878.jpg,0,1,0,0,1,1,0,0
img_4412.jpg,0,0,0,0,0,1,1,0
img_2705.jpg,1,0,1,0,1,0,0,1
img_0564.jpg,0,0,0,0,1,0,0,1
img_3565.jpg,0,1,1,0,0,1,0,0
img_4247.jpg,0,0,1,1,1,0,0,0
img_1779.jpg,0,1,0,1,1,0,0,1
img_4878.jpg,0,1,0,0,1,0,0,0
img_4119.jpg,0,0,0,1,1,1,0,0
img_4928.jpg,1,0,0,0,0,1,0,1
img_3469.jpg,0,0,0,1,1,0,0,0
img_4837.jpg,0,1,1,0,0,0,0,1
img_2385.jpg,0,1,1,0,1,0,1,0
img_4828.jpg,0,0,0,1,1,1,1,0
img_1541.jpg,0,0,1,0,0,0,0,1
img_1172.jpg,0,1,0,1,1,0,0,1
img_1413.jpg,1,0,1,0,0,1,0,1
img_0325.jpg,0,0,1,1,0,0,1,1
img_1051.jpg,0,0,0,1,0,1,0,0
img_4117.jpg,0,0,0,0,1,0,0,1
img_4290.jpg,0,0,0,0,0,1,1,0
img_2875.jpg,0,0,0,1,1,0,1,1
img_1432.jpg,0,1,0,0,0,1,0,0
img_1483.jpg,0,1,1,0,1,0,0,1
img_1196.jpg,1,0,0,0,0,0,1,0
img_0620.jpg,0,0,0,1,0,0,0,1
img_1361.jpg,0,0,1,0,0,0,1,0
img_3831.jpg,1,0,0,1,0,0,0,1
img_1189.jpg,1,0,0,0,0,1,1,0
img_0328.jpg,0,0,1,1,1,0,0,0
img_0648.jpg,0,1,1,0,0,0,0,1
img_0897.jpg,0,0,1,1,0,0,1,1
img_3639.jpg,0,1,0,0,1,0,0,0
img_1123.jpg,0,0,0,1,0,1,0,1
img_1874.jpg,1,0,1,1,0,0,0,0
img_4642.jpg,0,0,0,1,1,1,0,0
img_1807.jpg,0,0,0,1,0,0,0,1
img_1891.jpg,1,0,1,0,0,1,0,1
img_2312.jpg,1,0,0,0,0,0,0,1
img_4264.jpg,0,0,1,0,0,1,0,1
img_4507.jpg,0,1,1,0,1,0,0,0
img_3167.jpg,0,0,1,0,0,1,0,0
img_3156.jpg,0,0,1,0,1,1,0,1
img_1023.jpg,0,0,1,0,1,0,0,1
img_4504.jpg,0,1,1,0,1,0,0,1
img_3139.jpg,1,0,0,1,0,0,1,0
img_4915.jpg,0,1,1,1,1,0,0,0
img_2859.jpg,0,0,1,0,0,0,1,1
img_3216.jpg,0,0,1,0,0,0,0,1
img_0809.jpg,0,0,1,1,0,0,0,0
img_4596.jpg,1,0,1,0,0,0,0,0
img_0978.jpg,0,0,0,0,1,1,0,0
img_3658.jpg,0,1,0,0,1,0,0,1
img_2681.jpg,0,0,0,1,0,1,0,0
img_2532.jpg,0,1,0,1,0,1,0,0
img_4021.jpg,0,0,1,1,0,0,1,0
img_4748.jpg,0,0,1,0,1,1,1,0
img_2396.jpg,0,0,1,0,1,0,1,0
img_1477.jpg,0,0,1,1,1,1,0,0
img_3788.jpg,0,0,1,1,0,0,1,1
img_1751.jpg,0,1,0,1,0,0,1,0
img_0174.jpg,0,0,0,0,1,1,0,0
img_1539.jpg,0,0,1,1,1,0,0,0
img_1942.jpg,1,0,0,0,1,1,0,1
img_4056.jpg,1,0,0,0,1,1,0,1
img_4461.jpg,0,0,1,1,1,0,1,0
img_0217.jpg,1,1,0,0,1,0,0,1
img_3907.jpg,1,0,0,0,0,1,0,1
img_4475.jpg,1,0,0,1,0,1,0,1
img_0690.jpg,0,0,1,0,0,1,0,0
img_2568.jpg,0,0,1,1,0,0,0,0
img_2226.jpg,1,0,0,1,1,0,1,0
img_4421.jpg,1,0,0,0,1,0,1,1
img_1106.jpg,1,0,1,0,0,0,0,0
img_1513.jpg,1,1,1,0,0,0,0,0
img_4052.jpg,0,0,1,0,1,1,0,0
img_1514.jpg,0,1,1,0,1,0,1,0
img_0611.jpg,0,0,0,1,0,0,0,1
img_3232.jpg,1,0,1,0,1,0,0,0
img_3842.jpg,1,0,0,0,0,1,1,0
img_0576.jpg,0,1,1,0,0,1,0,0
img_4315.jpg,0,1,0,0,0,0,0,1
img_4435.jpg,0,0,1,0,1,0,0,1
img_1180.jpg,0,0,0,1,0,1,1,1
img_0888.jpg,0,0,1,1,0,1,0,1
img_4663.jpg,0,1,1,0,0,0,1,0
img_2488.jpg,1,0,0,1,0,1,1,0
img_2654.jpg,0,1,0,0,0,0,0,1
img_0817.jpg,0,0,1,0,1,1,0,0
img_4336.jpg,0,0,1,0,0,0,1,0
img_1962.jpg,0,0,1,1,1,0,0,0
img_0208.jpg,1,0,0,0,1,0,1,1
img_0293.jpg,0,0,0,0,1,1,0,0
img_1119.jpg,1,0,1,0,0,1,0,0
img_4723.jpg,0,1,1,1,0,0,0,0
img_1593.jpg,0,0,1,0,1,0,1,0
img_1264.jpg,0,1,1,0,0,1,0,0
img_0990.jpg,0,0,0,1,0,0,0,1
img_4197.jpg,0,0,0,1,1,0,0,0
img_4782.jpg,1,0,0,0,0,1,0,0
img_0353.jpg,0,0,0,1,0,0,1,0
img_1835.jpg,1,0,0,0,1,0,0,0
img_3943.jpg,1,1,0,0,1,0,0,0
img_4353.jpg,1,0,1,0,0,0,0,1
img_2917.jpg,1,0,0,1,0,1,0,1
img_4377.jpg,1,0,0,0,0,0,1,0
img_1228.jpg,1,1,0,0,0,0,1,0
img_0259.jpg,0,0,0,0,0,0,1,1
img_1504.jpg,0,0,0,0,0,1,0,1
img_4277.jpg,1,0,1,0,1,0,1,0
img_4738.jpg,1,1,0,1,0,0,0,0
img_2410.jpg,1,0,0,0,0,1,1,0
img_3040.jpg,1,1,1,0,1,0,0,0
img_0052.jpg,0,1,0,0,0,1,1,0
img_2857.jpg,1,0,0,0,0,0,1,0
img_4413.jpg,0,0,0,0,0,1,0,1
img_3725.jpg,0,0,0,1,0,1,0,1
img_4830.jpg,0,1,1,0,0,0,1,1
img_2777.jpg,0,1,0,1,0,0,1,0
img_4302.jpg,1,0,1,0,0,0,0,0
img_1033.jpg,1,1,0,1,0,0,0,1
img_1097.jpg,0,1,1,0,0,0,1,0
img_0543.jpg,1,1,0,0,0,1,0,0
img_1046.jpg,1,0,0,0,1,0,1,1
img_1877.jpg,0,0,0,1,0,0,1,0
img_1557.jpg,0,1,0,1,1,0,1,0
img_0030.jpg,0,1,1,1,1,0,0,0
img_0725.jpg,1,0,0,0,0,0,0,1
img_2427.jpg,0,0,1,0,0,0,0,1
img_3762.jpg,1,0,0,0,0,0,1,0
img_3896.jpg,1,0,1,1,0,0,0,1
img_1426.jpg,0,1,1,1,0,0,0,0
img_2489.jpg,1,0,1,0,1,1,0,0
img_0436.jpg,1,0,0,1,0,1,0,0
img_2472.jpg,1,0,0,1,1,1,0,0
img_0912.jpg,1,1,0,0,0,0,0,1
img_4222.jpg,0,0,0,0,0,1,1,0
img_4163.jpg,1,0,1,0,0,1,1,0
img_4512.jpg,0,1,1,1,0,0,0,0
img_3321.jpg,0,1,1,0,0,1,1,0
img_4922.jpg,0,1,1,0,0,1,1,0
img_1569.jpg,1,1,0,0,1,1,0,0
img_1238.jpg,0,1,1,0,1,0,1,0
img_0903.jpg,0,0,0,1,1,0,0,0
img_3135.jpg,0,0,1,0,1,0,0,0
img_1491.jpg,0,0,0,1,0,0,0,1
img_0507.jpg,1,0,0,0,0,0,0,1
img_3212.jpg,0,1,0,0,0,1,0,1
img_0183.jpg,1,0,0,1,0,0,1,1
img_2606.jpg,0,1,1,0,0,0,1,0
img_2408.jpg,0,0,0,1,1,1,0,1
img_0321.jpg,0,0,0,0,0,1,1,0
img_1820.jpg,0,1,1,0,0,1,0,0
img_3310.jpg,1,1,0,0,0,1,0,0
img_1744.jpg,0,1,1,0,0,0,0,0
img_3616.jpg,1,1,1,0,0,1,0,0
img_2604.jpg,1,0,1,0,0,0,1,1
img_3839.jpg,1,1,1,1,0,0,0,0
img_2107.jpg,0,0,0,1,1,0,0,0
img_4437.jpg,0,0,1,1,1,0,0,1
img_1146.jpg,0,0,0,0,0,0,1,1
img_4958.jpg,1,1,0,0,0,1,1,0
img_0044.jpg,1,0,1,1,0,0,0,0
img_3953.jpg,1,1,1,0,0,1,0,0
img_1666.jpg,0,0,0,0,0,1,0,1
img_1808.jpg,0,1,0,0,0,0,1,0
img_1378.jpg,1,0,1,1,0,1,0,0
img_2844.jpg,0,0,1,1,1,0,0,1
img_3003.jpg,0,0,0,1,1,1,0,0
img_0413.jpg,1,0,1,0,0,0,1,1
img_4369.jpg,0,1,0,0,1,1,0,1
img_1407.jpg,0,0,1,0,0,0,1,0
img_2269.jpg,0,1,1,0,0,1,0,0
img_0801.jpg,0,0,1,1,1,1,0,0
img_1288.jpg,1,0,0,1,0,0,0,0
img_2174.jpg,0,1,0,0,0,0,1,0
img_3292.jpg,0,0,0,0,0,1,0,1
img_1534.jpg,0,0,0,1,0,0,1,0
img_2310.jpg,1,1,0,0,0,0,1,1
img_0256.jpg,1,0,0,0,1,0,0,0
img_3713.jpg,1,0,0,0,1,1,0,1
img_4227.jpg,0,0,0,0,1,1,0,0
img_1151.jpg,0,1,1,0,0,0,0,1
img_2597.jpg,1,0,0,1,0,1,1,0
img_0647.jpg,0,0,1,1,0,1,0,0
img_2898.jpg,0,1,0,0,0,1,0,0
img_4824.jpg,1,0,0,1,0,1,0,0
img_1864.jpg,0,1,0,0,0,0,0,1
img_4143.jpg,1,0,0,0,0,1,0,0
img_1315.jpg,0,1,0,0,0,0,1,0
img_3166.jpg,0,1,0,0,0,1,1,0
img_4620.jpg,0,0,1,1,0,1,1,0
img_2457.jpg,0,0,0,1,1,1,0,1
img_1684.jpg,0,1,0,0,0,1,0,1
img_1350.jpg,0,0,0,1,1,0,1,0
img_4659.jpg,0,0,1,0,1,0,1,0
img_0112.jpg,0,1,0,0,0,1,1,1
img_3956.jpg,1,1,0,0,1,0,0,1
img_0263.jpg,0,1,0,0,0,0,1,0
img_1393.jpg,1,0,0,0,0,0,0,1
img_2298.jpg,0,0,1,0,0,0,1,0
img_1186.jpg,0,0,0,0,1,1,1,0
img_3769.jpg,0,0,0,1,1,0,1,0
img_0056.jpg,0,0,0,1,0,0,0,1
img_1309.jpg,0,0,1,0,1,0,0,1
img_0695.jpg,1,1,0,0,0,1,0,1
img_1945.jpg,1,0,0,0,0,0,1,0
img_3498.jpg,1,1,0,0,1,0,0,0
img_3631.jpg,0,1,0,0,0,1,0,0
img_1721.jpg,0,0,0,1,1,1,0,1
img_2042.jpg,0,0,1,1,0,0,1,1
img_3597.jpg,0,0,0,0,1,0,0,1
img_0682.jpg,0,0,0,1,1,0,0,0
img_3568.jpg,0,1,0,1,0,0,0,0
img_4966.jpg,0,1,0,0,0,0,0,1
img_1983.jpg,1,0,0,1,0,0,0,0
img_3501.jpg,0,0,0,0,0,0,1,1
img_2843.jpg,0,0,0,1,0,0,0,1
img_0286.jpg,1,0,0,0,0,0,1,1
img_1871.jpg,0,1,0,0,1,0,0,0
img_2117.jpg,1,1,0,0,0,0,0,0
img_2407.jpg,0,1,0,1,1,0,0,0
img_1703.jpg,0,1,0,1,0,0,0,1
img_1699.jpg,0,0,0,0,1,1,1,0
img_3493.jpg,0,0,1,1,1,0,0,0
img_1589.jpg,0,0,0,1,0,0,1,0
img_2234.jpg,1,1,0,1,0,0,0,0
img_0736.jpg,0,0,0,0,1,1,0,0
